image_file,gt_category,gt_class_id,gt_group,gt_bbox_x1,gt_bbox_y1,gt_bbox_x2,gt_bbox_y2,gt_area,num_predictions,pred_category,pred_class_id,pred_confidence,pred_bbox_x1,pred_bbox_y1,pred_bbox_x2,pred_bbox_y2,classification_correct
1004043.jpg,니트웨어,3,상의,257.5,341.5,463.5,598.5,52942,2,니트웨어,3,0.7626019716262817,257.88104248046875,338.0729675292969,468.6102294921875,601.681640625,True
1004043.jpg,스커트,9,하의,281.5,526.5,454.5,721.5,33735,2,니트웨어,3,0.7626019716262817,257.88104248046875,338.0729675292969,468.6102294921875,601.681640625,False
1004404.jpg,니트웨어,3,상의,334.203,321.5,547.203,580.5,55167,2,니트웨어,3,0.7677866220474243,334.9222106933594,317.1415710449219,534.876220703125,575.5083618164062,True
1004404.jpg,팬츠,8,하의,373.203,489.5,510.203,663.5,23838,2,니트웨어,3,0.7677866220474243,334.9222106933594,317.1415710449219,534.876220703125,575.5083618164062,False
1005207.jpg,가디건,17,아우터,302.064,333.217,620.0640000000001,778.217,141510,0,no_detection,-1,0.0,0.0,0.0,0.0,0.0,False
10059.jpg,니트웨어,3,상의,257.5,0.5,421.5,339.5,55596,2,청바지,7,0.8173114657402039,170.15403747558594,213.21983337402344,425.61651611328125,690.96484375,False
10059.jpg,청바지,7,하의,164.5,209.5,420.5,700.5,125696,2,청바지,7,0.8173114657402039,170.15403747558594,213.21983337402344,425.61651611328125,690.96484375,True
1006035.jpg,티셔츠,2,상의,395.5,291.5,559.5,466.5,28700,2,조거팬츠,11,0.9226704835891724,390.278076171875,427.135986328125,546.4356079101562,721.0152587890625,False
1006035.jpg,조거팬츠,11,하의,383.5,432.1,544.5,718.1,46046,2,조거팬츠,11,0.9226704835891724,390.278076171875,427.135986328125,546.4356079101562,721.0152587890625,True
1006051.jpg,팬츠,8,하의,341.5,593.077,536.5,1057.077,90480,2,팬츠,8,0.8358726501464844,342.9413146972656,590.1522827148438,524.6126708984375,1066.0,True
1006051.jpg,짚업,18,아우터,310.5,388.754,599.5,752.754,105196,2,팬츠,8,0.8358726501464844,342.9413146972656,590.1522827148438,524.6126708984375,1066.0,False
1006098.jpg,팬츠,8,하의,319.5,526.102,494.5,1041.1019999999999,90125,2,짚업,18,0.8965832591056824,296.8660888671875,349.02874755859375,550.6098022460938,598.5127563476562,False
1006098.jpg,짚업,18,아우터,287.5,349.769,551.5,592.769,64152,2,짚업,18,0.8965832591056824,296.8660888671875,349.02874755859375,550.6098022460938,598.5127563476562,True
1006917.jpg,점퍼,14,아우터,326.408,545.539,490.408,856.539,51004,2,셔츠,4,0.603611946105957,327.9208679199219,541.7256469726562,491.4419860839844,856.1537475585938,False
1007216.jpg,셔츠,4,상의,306.0,569.5,509.0,897.5,66584,2,셔츠,4,0.8810613751411438,306.83404541015625,562.27880859375,508.8831481933594,904.1228637695312,True
1007216.jpg,팬츠,8,하의,349.0,753.5,479.0,1072.5,41470,2,셔츠,4,0.8810613751411438,306.83404541015625,562.27880859375,508.8831481933594,904.1228637695312,False
1007539.jpg,재킷,13,아우터,312.0,519.5,652.0,1046.5,179180,1,재킷,13,0.595207929611206,303.62408447265625,526.9188232421875,661.2386474609375,1047.7528076171875,True
1007720.jpg,티셔츠,2,상의,289.203,363.5,473.203,492.5,23736,1,드레스,19,0.8813327550888062,302.3235778808594,364.8133544921875,491.1589660644531,882.5960693359375,False
1007720.jpg,드레스,19,원피스,295.203,370.5,488.203,878.5,98044,1,드레스,19,0.8813327550888062,302.3235778808594,364.8133544921875,491.1589660644531,882.5960693359375,True
1007725.jpg,티셔츠,2,상의,371.203,428.5,493.203,554.5,15372,2,드레스,19,0.8595691323280334,331.7290954589844,427.9469299316406,494.5993347167969,916.7969360351562,False
1007725.jpg,드레스,19,원피스,331.203,461.5,489.203,914.5,71574,2,드레스,19,0.8595691323280334,331.7290954589844,427.9469299316406,494.5993347167969,916.7969360351562,True
1008565.jpg,티셔츠,2,상의,283.203,345.5,510.203,673.5,74456,2,티셔츠,2,0.9203292727470398,281.1108093261719,342.8753967285156,515.7869873046875,649.1049194335938,True
1008565.jpg,조거팬츠,11,하의,251.203,534.5,451.203,965.5,86200,2,티셔츠,2,0.9203292727470398,281.1108093261719,342.8753967285156,515.7869873046875,649.1049194335938,False
1008566.jpg,티셔츠,2,상의,289.203,310.5,529.203,622.5,74880,2,티셔츠,2,0.9359734654426575,292.4169616699219,305.8776550292969,523.85302734375,620.854736328125,True
1008566.jpg,조거팬츠,11,하의,310.203,508.5,457.203,939.5,63357,2,티셔츠,2,0.9359734654426575,292.4169616699219,305.8776550292969,523.85302734375,620.854736328125,False
1010065.jpg,짚업,18,아우터,280.781,123.51,413.781,295.51,22876,1,짚업,18,0.8866761326789856,297.9248352050781,128.80136108398438,413.0382080078125,266.798828125,True
1010086.jpg,탑,0,상의,358.5,110.5,440.5,214.5,8528,1,브라탑,5,0.6031244993209839,337.7179260253906,108.31719207763672,448.2934875488281,276.2010192871094,False
1010094.jpg,짚업,18,아우터,339.781,108.51,437.781,271.51,15974,0,no_detection,-1,0.0,0.0,0.0,0.0,0.0,False
1011820.jpg,재킷,13,아우터,335.827,128.322,497.827,445.322,51354,1,점퍼,14,0.5766041874885559,340.3913879394531,137.07940673828125,499.24652099609375,447.27142333984375,False
1011856.jpg,청바지,7,하의,331.833,233.172,450.833,430.172,23443,2,청바지,7,0.8316648006439209,336.589111328125,251.31690979003906,446.872314453125,433.8148498535156,True
1011856.jpg,재킷,13,아우터,364.787,132.316,463.787,291.31600000000003,15741,2,청바지,7,0.8316648006439209,336.589111328125,251.31690979003906,446.872314453125,433.8148498535156,False
1012034.jpg,청바지,7,하의,320.609,615.492,501.609,986.492,67151,1,짚업,18,0.971206545829773,279.8510437011719,264.0101013183594,561.1810302734375,913.2789306640625,False
1012034.jpg,짚업,18,아우터,272.676,265.816,558.6759999999999,875.816,174460,1,짚업,18,0.971206545829773,279.8510437011719,264.0101013183594,561.1810302734375,913.2789306640625,True
1012060.jpg,티셔츠,2,상의,333.591,366.5,448.591,639.5,31395,2,청바지,7,0.6085747480392456,310.21600341796875,610.7648315429688,506.109375,744.9943237304688,False
1012060.jpg,청바지,7,하의,306.628,595.288,513.6279999999999,743.288,30636,2,청바지,7,0.6085747480392456,310.21600341796875,610.7648315429688,506.109375,744.9943237304688,True
1012060.jpg,점퍼,14,아우터,250.706,375.492,540.706,727.492,102080,2,청바지,7,0.6085747480392456,310.21600341796875,610.7648315429688,506.109375,744.9943237304688,False
1012123.jpg,청바지,7,하의,332.592,203.769,414.592,289.769,7052,2,짚업,18,0.6819785237312317,297.8472900390625,5.943489074707031,432.00994873046875,256.5416259765625,False
1012123.jpg,점퍼,14,아우터,301.635,7.05165,432.635,258.05165,32881,2,짚업,18,0.6819785237312317,297.8472900390625,5.943489074707031,432.00994873046875,256.5416259765625,False
1012130.jpg,티셔츠,2,상의,390.512,179.138,468.512,347.13800000000003,13104,2,점퍼,14,0.9143027663230896,333.729248046875,183.58428955078125,514.752197265625,394.7037048339844,False
1012130.jpg,청바지,7,하의,345.574,309.95,462.574,410.95,11817,2,점퍼,14,0.9143027663230896,333.729248046875,183.58428955078125,514.752197265625,394.7037048339844,False
1012130.jpg,점퍼,14,아우터,327.599,178.139,509.599,399.139,40222,2,점퍼,14,0.9143027663230896,333.729248046875,183.58428955078125,514.752197265625,394.7037048339844,True
1012254.jpg,셔츠,4,상의,327.599,97.3665,465.599,276.3665,24702,2,청바지,7,0.8431656956672668,347.65673828125,201.0749053955078,428.5291748046875,416.219482421875,False
1012254.jpg,청바지,7,하의,341.58,209.206,424.58,417.206,17264,2,청바지,7,0.8431656956672668,347.65673828125,201.0749053955078,428.5291748046875,416.219482421875,True
1012431.jpg,셔츠,4,상의,211.76,210.312,561.76,574.312,127400,2,스커트,9,0.9085733890533447,289.650390625,431.1665954589844,524.36181640625,834.056640625,False
1012431.jpg,스커트,9,하의,284.659,433.993,526.659,836.9929999999999,97526,2,스커트,9,0.9085733890533447,289.650390625,431.1665954589844,524.36181640625,834.056640625,True
1012625.jpg,블라우스,1,상의,351.011,93.03,478.011,276.03,23241,2,청바지,7,0.6102575063705444,350.44512939453125,226.75936889648438,454.1457824707031,323.8747863769531,False
1012625.jpg,청바지,7,하의,349.014,223.839,454.014,314.839,9555,2,청바지,7,0.6102575063705444,350.44512939453125,226.75936889648438,454.1457824707031,323.8747863769531,True
1013467.jpg,점프수트,20,원피스,242.203,38.5,488.203,472.5,106764,1,점프수트,20,0.9249922037124634,302.1344909667969,84.60906982421875,445.91680908203125,437.619384765625,True
1014534.jpg,티셔츠,2,상의,287.5,518.5,491.5,763.5,49980,2,청바지,7,0.8947541117668152,304.62786865234375,679.2190551757812,466.4457092285156,1065.3955078125,False
1014534.jpg,청바지,7,하의,300.5,681.5,467.5,1070.5,64963,2,청바지,7,0.8947541117668152,304.62786865234375,679.2190551757812,466.4457092285156,1065.3955078125,True
1015572.jpg,탑,0,상의,286.5,199.5,510.5,468.5,60256,2,스커트,9,0.8768928050994873,312.370361328125,331.3238525390625,473.98529052734375,507.778564453125,False
1015572.jpg,스커트,9,하의,305.5,335.5,467.5,503.5,27216,2,스커트,9,0.8768928050994873,312.370361328125,331.3238525390625,473.98529052734375,507.778564453125,True
1015580.jpg,탑,0,상의,319.5,167.5,531.5,464.5,62964,2,스커트,9,0.8732340931892395,341.3365173339844,331.91522216796875,504.6795654296875,503.6859130859375,False
1015580.jpg,스커트,9,하의,344.5,339.5,503.5,499.5,25440,2,스커트,9,0.8732340931892395,341.3365173339844,331.91522216796875,504.6795654296875,503.6859130859375,True
1016254.jpg,블라우스,1,상의,310.375,3.4985,468.375,232.4985,36182,2,팬츠,8,0.8818195462226868,307.0771484375,144.7201385498047,457.51812744140625,439.41741943359375,False
1016254.jpg,팬츠,8,하의,305.375,154.442,460.375,442.442,44640,2,팬츠,8,0.8818195462226868,307.0771484375,144.7201385498047,457.51812744140625,439.41741943359375,True
1016457.jpg,후드티,6,상의,242.203,547.5,497.203,854.5,78285,2,팬츠,8,0.850569486618042,329.1256408691406,744.1366577148438,467.5025634765625,1083.3427734375,False
1016457.jpg,팬츠,8,하의,329.203,737.5,468.203,1083.5,48094,2,팬츠,8,0.850569486618042,329.1256408691406,744.1366577148438,467.5025634765625,1083.3427734375,True
1016514.jpg,후드티,6,상의,305.203,0.5,433.203,250.5,32000,2,청바지,7,0.7127366065979004,327.8578186035156,165.74371337890625,447.5714111328125,428.377685546875,False
1016514.jpg,청바지,7,하의,331.203,151.5,450.203,426.5,32725,2,청바지,7,0.7127366065979004,327.8578186035156,165.74371337890625,447.5714111328125,428.377685546875,True
1016917.jpg,후드티,6,상의,249.5,352.5,507.5,724.5,95976,2,후드티,6,0.9059332013130188,249.9405517578125,349.8864440917969,506.6754150390625,724.56640625,True
1017376.jpg,니트웨어,3,상의,335.5,447.5,533.5,766.5,63162,2,점퍼,14,0.8861634731292725,252.12110900878906,431.70440673828125,549.962890625,978.6652221679688,False
1017376.jpg,팬츠,8,하의,329.5,646.5,477.5,1062.5,61568,2,점퍼,14,0.8861634731292725,252.12110900878906,431.70440673828125,549.962890625,978.6652221679688,False
1017376.jpg,코트,12,아우터,256.5,434.5,550.5,981.5,160818,2,점퍼,14,0.8861634731292725,252.12110900878906,431.70440673828125,549.962890625,978.6652221679688,False
1017785.jpg,티셔츠,2,상의,315.5,153.7,563.5,438.7,70680,2,청바지,7,0.8780693411827087,363.54986572265625,321.3157653808594,507.07891845703125,684.484130859375,False
1017785.jpg,청바지,7,하의,360.5,323.7,505.5,687.7,52780,2,청바지,7,0.8780693411827087,363.54986572265625,321.3157653808594,507.07891845703125,684.484130859375,True
1018303.jpg,후드티,6,상의,301.5,9.49625,471.5,258.49625,42330,2,후드티,6,0.9489209055900574,327.6962585449219,18.044776916503906,464.4113464355469,244.12757873535156,True
1018303.jpg,팬츠,8,하의,293.5,141.447,446.5,442.447,46053,2,후드티,6,0.9489209055900574,327.6962585449219,18.044776916503906,464.4113464355469,244.12757873535156,False
1018534.jpg,스커트,9,하의,257.5,445.5,472.5,705.5,55900,2,재킷,13,0.9276164174079895,249.08241271972656,228.9837646484375,516.5860595703125,695.47412109375,False
1018534.jpg,재킷,13,아우터,245.5,232.5,512.5,693.5,123087,2,재킷,13,0.9276164174079895,249.08241271972656,228.9837646484375,516.5860595703125,695.47412109375,True
1019964.jpg,티셔츠,2,상의,432.5,210.5,623.5,345.5,25785,2,티셔츠,2,0.8958680033683777,432.3799133300781,204.18540954589844,626.7357788085938,346.51434326171875,True
1019964.jpg,스커트,9,하의,468.5,330.5,611.5,512.5,26026,2,티셔츠,2,0.8958680033683777,432.3799133300781,204.18540954589844,626.7357788085938,346.51434326171875,False
1020711.jpg,청바지,7,하의,298.879,821.079,500.879,1088.079,53934,2,가디건,17,0.8013176918029785,346.96697998046875,564.7429809570312,525.2274780273438,878.623291015625,False
1020711.jpg,가디건,17,아우터,339.822,566.315,522.822,879.315,57279,2,가디건,17,0.8013176918029785,346.96697998046875,564.7429809570312,525.2274780273438,878.623291015625,True
1020993.jpg,티셔츠,2,상의,238.203,48.5,711.203,381.5,157509,2,점프수트,20,0.8835208415985107,248.4629669189453,80.88470458984375,622.4575805664062,753.207275390625,False
1020993.jpg,점프수트,20,원피스,267.203,63.5,615.203,753.5,240120,2,점프수트,20,0.8835208415985107,248.4629669189453,80.88470458984375,622.4575805664062,753.207275390625,True
1020995.jpg,티셔츠,2,상의,144.203,49.5,559.203,356.5,127405,3,베스트,16,0.8064382076263428,192.2418212890625,50.93719482421875,526.4122314453125,746.48876953125,False
1020995.jpg,점프수트,20,원피스,203.203,65.5,523.203,780.5,228800,3,베스트,16,0.8064382076263428,192.2418212890625,50.93719482421875,526.4122314453125,746.48876953125,False
1021007.jpg,티셔츠,2,상의,515.203,197.5,763.203,334.5,33976,1,점프수트,20,0.9160721302032471,550.9829711914062,195.4804229736328,718.4515380859375,529.4285888671875,False
1021007.jpg,점프수트,20,원피스,552.203,194.5,718.203,527.5,55278,1,점프수트,20,0.9160721302032471,550.9829711914062,195.4804229736328,718.4515380859375,529.4285888671875,True
1021062.jpg,스커트,9,하의,414.203,288.5,579.203,484.5,32340,2,재킷,13,0.9440634846687317,370.25335693359375,150.52626037597656,645.745361328125,466.77789306640625,False
1021062.jpg,재킷,13,아우터,367.203,152.5,643.203,467.5,86940,2,재킷,13,0.9440634846687317,370.25335693359375,150.52626037597656,645.745361328125,466.77789306640625,True
1021532.jpg,티셔츠,2,상의,219.5,274.7,548.5,546.7,89488,2,스커트,9,0.8810961246490479,271.1947021484375,480.23223876953125,497.1403503417969,794.4031982421875,False
1021532.jpg,스커트,9,하의,279.5,484.7,491.5,788.7,64448,2,스커트,9,0.8810961246490479,271.1947021484375,480.23223876953125,497.1403503417969,794.4031982421875,True
1022021.jpg,티셔츠,2,상의,258.203,189.5,582.203,650.5,149364,2,티셔츠,2,0.9444907307624817,255.797119140625,191.2628173828125,584.5579833984375,649.3175659179688,True
1022021.jpg,청바지,7,하의,246.203,597.5,501.203,729.5,33660,2,티셔츠,2,0.9444907307624817,255.797119140625,191.2628173828125,584.5579833984375,649.3175659179688,False
1024535.jpg,탑,0,상의,182.5,229.5,271.5,320.5,8099,1,점프수트,20,0.9158315658569336,185.30972290039062,231.1493682861328,301.03582763671875,735.3020629882812,False
1024535.jpg,점프수트,20,원피스,186.5,237.5,297.5,734.5,55167,1,점프수트,20,0.9158315658569336,185.30972290039062,231.1493682861328,301.03582763671875,735.3020629882812,True
1024541.jpg,탑,0,상의,550.5,210.5,674.5,297.5,10788,1,점프수트,20,0.9149339199066162,521.0449829101562,210.08132934570312,667.7477416992188,756.412841796875,False
1024541.jpg,점프수트,20,원피스,519.5,221.5,660.5,757.5,75576,1,점프수트,20,0.9149339199066162,521.0449829101562,210.08132934570312,667.7477416992188,756.412841796875,True
1024566.jpg,탑,0,상의,300.5,407.747,487.5,498.747,17017,1,점프수트,20,0.8984852433204651,329.7845458984375,407.94830322265625,521.9366455078125,984.3214721679688,False
1024566.jpg,점프수트,20,원피스,332.5,427.739,515.5,985.739,102114,1,점프수트,20,0.8984852433204651,329.7845458984375,407.94830322265625,521.9366455078125,984.3214721679688,True
1024717.jpg,탑,0,상의,278.5,37.5,608.5,677.5,211200,2,티셔츠,2,0.7902371883392334,277.75030517578125,41.37126922607422,615.6249389648438,485.5713195800781,False
1024717.jpg,팬츠,8,하의,358.5,431.5,571.5,719.5,61344,2,티셔츠,2,0.7902371883392334,277.75030517578125,41.37126922607422,615.6249389648438,485.5713195800781,False
1025423.jpg,청바지,7,하의,363.056,269.775,429.056,445.775,11616,2,가디건,17,0.8040898442268372,339.261474609375,146.01712036132812,455.4335021972656,363.6589050292969,False
1025423.jpg,코트,12,아우터,331.944,142.744,465.944,361.744,29346,2,가디건,17,0.8040898442268372,339.261474609375,146.01712036132812,455.4335021972656,363.6589050292969,False
1026510.jpg,탑,0,상의,560.503,214.503,691.503,438.503,29344,2,청바지,7,0.856275200843811,540.9822998046875,384.1177978515625,716.0269775390625,759.9505004882812,False
1026510.jpg,청바지,7,하의,541.503,385.503,710.503,761.5029999999999,63544,2,청바지,7,0.856275200843811,540.9822998046875,384.1177978515625,716.0269775390625,759.9505004882812,True
1026610.jpg,티셔츠,2,상의,343.503,557.254,504.503,790.254,37513,3,티셔츠,2,0.8814882636070251,343.5627746582031,557.1047973632812,510.78729248046875,791.9658203125,True
1026610.jpg,청바지,7,하의,370.503,761.224,478.503,996.224,25380,3,티셔츠,2,0.8814882636070251,343.5627746582031,557.1047973632812,510.78729248046875,791.9658203125,False
1026699.jpg,청바지,7,하의,270.503,334.457,494.503,878.457,121856,2,청바지,7,0.8779010772705078,271.2252197265625,323.6839294433594,497.6923828125,891.3931884765625,True
1026699.jpg,재킷,13,아우터,150.503,30.483,596.5029999999999,478.483,199808,2,청바지,7,0.8779010772705078,271.2252197265625,323.6839294433594,497.6923828125,891.3931884765625,False
1026758.jpg,패딩,15,아우터,157.503,191.548,749.5029999999999,778.548,347504,1,패딩,15,0.9006735682487488,153.0767822265625,230.45387268066406,755.1004028320312,784.5433959960938,True
1026766.jpg,패딩,15,아우터,0.502605,367.436,776.502605,999.4359999999999,490432,1,패딩,15,0.6648595333099365,4.7048516273498535,364.5033264160156,800.0,999.3095092773438,True
1026768.jpg,청바지,7,하의,254.503,484.362,457.503,968.3620000000001,98252,2,패딩,15,0.7492423057556152,137.57135009765625,199.0282440185547,504.4891052246094,638.4527587890625,False
1026768.jpg,패딩,15,아우터,136.503,208.37,499.503,638.37,156090,2,패딩,15,0.7492423057556152,137.57135009765625,199.0282440185547,504.4891052246094,638.4527587890625,True
1026872.jpg,티셔츠,2,상의,360.5,285.5,544.5,745.5,84640,1,점퍼,14,0.6621657013893127,169.86257934570312,224.6730194091797,649.8427734375,1044.125732421875,False
1026872.jpg,점퍼,14,아우터,158.5,199.5,650.5,1024.5,405900,1,점퍼,14,0.6621657013893127,169.86257934570312,224.6730194091797,649.8427734375,1044.125732421875,True
1026903.jpg,티셔츠,2,상의,243.5,286.5,615.5,1014.5,270816,2,패딩,15,0.7849390506744385,136.43434143066406,268.0671691894531,746.1679077148438,1000.448974609375,False
1026903.jpg,점퍼,14,아우터,135.5,246.5,746.5,845.5,365989,2,패딩,15,0.7849390506744385,136.43434143066406,268.0671691894531,746.1679077148438,1000.448974609375,False
1027072.jpg,패딩,15,아우터,48.5,249.5,732.5,998.5,512316,1,패딩,15,0.9510634541511536,56.75604248046875,241.69239807128906,723.3270874023438,1048.0548095703125,True
1027090.jpg,티셔츠,2,상의,161.5,62.5,553.5,848.5,308112,1,티셔츠,2,0.5554988384246826,184.48867797851562,66.0162124633789,549.9347534179688,774.97412109375,True
1027090.jpg,패딩,15,아우터,1.27778,14.4984,774.27778,931.4984,708841,1,티셔츠,2,0.5554988384246826,184.48867797851562,66.0162124633789,549.9347534179688,774.97412109375,False
1027241.jpg,코트,12,아우터,32.2778,149.929,763.2778,1029.929,643280,1,코트,12,0.8337575197219849,43.787750244140625,158.50717163085938,765.7702026367188,1032.6282958984375,True
1027274.jpg,패딩,15,아우터,43.5,203.5,769.5,1019.5,592416,1,패딩,15,0.9472804665565491,96.92952728271484,194.39617919921875,793.346923828125,918.2537841796875,True
1027409.jpg,스커트,9,하의,316.167,580.945,509.167,897.945,61181,2,패딩,15,0.9112764596939087,245.48828125,279.5560607910156,521.9810180664062,635.6196899414062,False
1027409.jpg,패딩,15,아우터,236.167,279.899,526.167,642.899,105270,2,패딩,15,0.9112764596939087,245.48828125,279.5560607910156,521.9810180664062,635.6196899414062,True
1027417.jpg,스커트,9,하의,381.5,667.529,659.5,982.529,87570,2,패딩,15,0.9368095993995667,100.32862854003906,118.86314392089844,749.2843627929688,842.7335205078125,False
1027417.jpg,패딩,15,아우터,102.833,138.701,744.833,855.701,460314,2,패딩,15,0.9368095993995667,100.32862854003906,118.86314392089844,749.2843627929688,842.7335205078125,True
1027455.jpg,팬츠,8,하의,257.5,499.689,497.5,929.6890000000001,103200,3,팬츠,8,0.6415306925773621,264.2366027832031,561.0194702148438,501.9453430175781,919.8242797851562,True
1027455.jpg,짚업,18,아우터,156.167,193.315,613.167,627.315,198338,3,팬츠,8,0.6415306925773621,264.2366027832031,561.0194702148438,501.9453430175781,919.8242797851562,False
1027478.jpg,패딩,15,아우터,300.167,112.059,614.1669999999999,845.059,230162,1,패딩,15,0.9412859678268433,312.36376953125,118.35433959960938,607.0726928710938,822.7713623046875,True
1027576.jpg,청바지,7,하의,297.5,539.651,479.5,917.651,68796,1,코트,12,0.9148595333099365,193.08279418945312,158.25877380371094,638.7119140625,852.5161743164062,False
1027576.jpg,코트,12,아우터,182.833,154.685,635.833,863.685,321177,1,코트,12,0.9148595333099365,193.08279418945312,158.25877380371094,638.7119140625,852.5161743164062,True
1027785.jpg,패딩,15,아우터,157.79,145.906,528.79,1031.906,328706,1,점퍼,14,0.8411021828651428,161.84339904785156,148.12667846679688,530.8360595703125,1027.6234130859375,False
1027869.jpg,패딩,15,아우터,159.531,165.342,671.531,1036.342,445952,1,패딩,15,0.8712234497070312,159.44436645507812,161.5695037841797,674.6685791015625,1046.048583984375,True
1027889.jpg,패딩,15,아우터,131.531,71.4314,691.531,966.4313999999999,501200,1,패딩,15,0.9318438172340393,122.0539321899414,12.541169166564941,689.8784790039062,969.207763671875,True
1027929.jpg,점퍼,14,아우터,79.1101,184.446,734.1101,986.446,525310,1,점퍼,14,0.8081211447715759,74.13656616210938,186.81161499023438,735.0407104492188,977.4400634765625,True
1027949.jpg,코트,12,아우터,77.999,32.1589,682.999,1042.1589,611050,1,드레스,19,0.6324984431266785,78.24557495117188,24.566030502319336,688.9798583984375,1049.0,False
1027966.jpg,점퍼,14,아우터,-2.46875,-0.5,761.53125,1020.5,780044,1,점퍼,14,0.5527313947677612,6.859872817993164,1.0223132371902466,788.5772705078125,1018.2213745117188,True
1028010.jpg,점퍼,14,아우터,81.5312,37.4638,683.5312,878.4638,506282,1,점퍼,14,0.6382551789283752,88.02168273925781,39.75876998901367,676.5903930664062,873.1403198242188,True
1028039.jpg,패딩,15,아우터,5.14068,-0.460974,767.14068,961.539026,733044,1,패딩,15,0.7980025410652161,14.846301078796387,2.38356351852417,779.4532470703125,969.4932861328125,True
1028281.jpg,코트,12,아우터,146.0,49.5,596.0,961.5,410400,1,코트,12,0.7723122239112854,152.6223907470703,43.440059661865234,596.1947021484375,969.8780517578125,True
1028385.jpg,팬츠,8,하의,267.0,434.5,534.0,975.5,144447,2,팬츠,8,0.8766041398048401,272.1495361328125,422.8694152832031,533.4913330078125,976.8914794921875,True
1028385.jpg,점퍼,14,아우터,198.0,32.5,620.0,468.5,183992,2,팬츠,8,0.8766041398048401,272.1495361328125,422.8694152832031,533.4913330078125,976.8914794921875,False
1028623.jpg,조거팬츠,11,하의,346.0,501.5,548.0,951.5,90900,2,코트,12,0.9235939979553223,274.6665344238281,154.2683563232422,622.7847290039062,704.52685546875,False
1028623.jpg,코트,12,아우터,274.0,182.5,622.0,701.5,180612,2,코트,12,0.9235939979553223,274.6665344238281,154.2683563232422,622.7847290039062,704.52685546875,True
1028890.jpg,점퍼,14,아우터,151.047,16.5311,690.047,856.5311,452760,1,점퍼,14,0.8071442246437073,156.81878662109375,17.613618850708008,691.0741577148438,858.8661499023438,True
1029088.jpg,재킷,13,아우터,65.1413,11.5363,709.1413,1032.5363,657524,2,코트,12,0.6898553371429443,63.310791015625,19.9522647857666,704.8439331054688,1031.4481201171875,False
